
Host: moses-razer

Timers On : Thu Dec 28 16:19:32 2023
Timers Off: Thu Dec 28 16:19:36 2023

Wall Time:        3.51 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: Form G                          :      1.567u      0.033s      0.177w     28 calls
JK: D                               :      0.000u      0.000s      0.001w     28 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     28 calls
JK: JK                              :      1.483u      0.017s      0.175w     28 calls
DFH: compute_JK()                   :      1.483u      0.017s      0.174w     28 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     28 calls
DFH: compute_J                      :      0.650u      0.000s      0.069w     28 calls
DFH: compute_K                      :      0.800u      0.017s      0.100w     28 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     28 calls
HF: Form F                          :      0.000u      0.000s      0.001w     28 calls
HF: Form D                          :      0.000u      0.000s      0.001w     28 calls
HF: DIIS                            :      1.817u      0.033s      0.192w     25 calls
HF: Form C                          :      0.700u      0.033s      0.069w     25 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     28.117u      4.150s     12.829w      3 calls
DFMP2 (A|mn)                        :      2.150u      0.000s      0.220w      3 calls
DFMP2 (A|mn)C_mi                    :      0.117u      0.000s      0.010w      3 calls
DFMP2 (A|mi)C_na                    :      0.050u      0.000s      0.004w      3 calls
DFMP2 Aia Write                     :      0.067u      0.000s      0.006w      3 calls
DFMP2 Bia                           :      0.867u      0.050s      0.092w      3 calls
DFMP2 Metric                        :      0.583u      0.000s      0.058w      3 calls
DFMP2 Aia Read                      :      0.017u      0.000s      0.003w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.100u      0.000s      0.009w      3 calls
DFMP2 Bia Write                     :      0.050u      0.050s      0.006w      3 calls
DFMP2 Energy                        :      0.233u      0.000s      0.024w      3 calls
DFMP2 Bia Read                      :      0.000u      0.000s      0.003w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :     10.400u      1.067s      5.964w      3 calls
| Libint2ERI::Libint2ERI            :      7.533u      1.067s      4.252w      3 calls
DFH: initialize()                   :     19.783u      5.117s      5.194w      3 calls
| Libint2ERI::Libint2ERI            :     10.267u      0.650s      3.772w     21 calls
| DFH: AO Construction              :      1.800u      0.017s      0.181w      3 calls
| DFH: AO-Met. Contraction          :      0.750u      0.000s      0.075w      3 calls
HF: Form core H                     :      0.233u      0.017s      0.023w      3 calls
HF: Form S/X                        :      0.067u      0.017s      0.007w      3 calls
HF: Guess                           :     15.083u      4.500s      4.943w      3 calls
| SAD Guess                         :     15.017u      4.500s      4.937w      3 calls
HF: Form G                          :      1.567u      0.033s      0.177w     28 calls
| JK: D                             :      0.000u      0.000s      0.001w     28 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     28 calls
| JK: JK                            :      1.483u      0.017s      0.175w     28 calls
| | DFH: compute_JK()               :      1.483u      0.017s      0.174w     28 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     28 calls
| | | DFH: compute_J                :      0.650u      0.000s      0.069w     28 calls
| | | DFH: compute_K                :      0.800u      0.017s      0.100w     28 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     28 calls
HF: Form F                          :      0.000u      0.000s      0.001w     28 calls
HF: Form D                          :      0.000u      0.000s      0.001w     28 calls
HF: DIIS                            :      1.817u      0.033s      0.192w     25 calls
HF: Form C                          :      0.700u      0.033s      0.069w     25 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     28.117u      4.150s     12.829w      3 calls
| Libint2ERI::Libint2ERI            :     21.900u      3.250s     12.068w     18 calls
| DFMP2 (A|mn)                      :      2.150u      0.000s      0.220w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.117u      0.000s      0.010w      3 calls
| DFMP2 (A|mi)C_na                  :      0.050u      0.000s      0.004w      3 calls
| DFMP2 Aia Write                   :      0.067u      0.000s      0.006w      3 calls
DFMP2 Bia                           :      0.867u      0.050s      0.092w      3 calls
| DFMP2 Metric                      :      0.583u      0.000s      0.058w      3 calls
| | Libint2ERI::Libint2ERI          :      0.033u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.017u      0.000s      0.003w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.100u      0.000s      0.009w      3 calls
| DFMP2 Bia Write                   :      0.050u      0.050s      0.006w      3 calls
DFMP2 Energy                        :      0.233u      0.000s      0.024w      3 calls
| DFMP2 Bia Read                    :      0.000u      0.000s      0.003w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Fri Dec 29 17:17:47 2023
Timers Off: Fri Dec 29 17:18:19 2023

Wall Time:       32.69 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :     10.467u      1.100s      5.986w      3 calls
Libint2ERI::Libint2ERI              :     40.283u      5.033s     20.264w     60 calls
DFH: initialize()                   :     19.617u      5.133s      5.123w      3 calls
DFH: AO Construction                :      1.767u      0.017s      0.180w      3 calls
DFH: AO-Met. Contraction            :      0.717u      0.033s      0.074w      3 calls
HF: Form core H                     :      0.250u      0.000s      0.024w      3 calls
HF: Form S/X                        :      0.050u      0.000s      0.008w      3 calls
HF: Guess                           :     15.133u      4.533s      4.944w      3 calls
SAD Guess                           :     15.083u      4.533s      4.938w      3 calls
HF: Form G                          :      1.550u      0.050s      0.177w     28 calls
JK: D                               :      0.000u      0.000s      0.001w     28 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     28 calls
JK: JK                              :      1.517u      0.050s      0.174w     28 calls
DFH: compute_JK()                   :      1.517u      0.050s      0.173w     28 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     28 calls
DFH: compute_J                      :      0.700u      0.033s      0.069w     28 calls
DFH: compute_K                      :      0.733u      0.017s      0.098w     28 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     28 calls
HF: Form F                          :      0.000u      0.000s      0.001w     28 calls
HF: Form D                          :      0.000u      0.000s      0.001w     28 calls
HF: DIIS                            :      2.050u      0.067s      0.213w     25 calls
HF: Form C                          :      0.833u      0.000s      0.082w     25 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     28.350u      4.200s     12.988w      3 calls
DFMP2 (A|mn)                        :      2.167u      0.000s      0.223w      3 calls
DFMP2 (A|mn)C_mi                    :      0.117u      0.033s      0.011w      3 calls
DFMP2 (A|mi)C_na                    :      0.050u      0.000s      0.004w      3 calls
DFMP2 Aia Write                     :      0.067u      0.000s      0.006w      3 calls
DFMP2 Bia                           :      0.833u      0.017s      0.088w      3 calls
DFMP2 Metric                        :      0.533u      0.000s      0.054w      3 calls
DFMP2 Aia Read                      :      0.017u      0.017s      0.003w      3 calls
